Online ISBN,Author,Book Title,Series,Category,Publisher,Product Group,Core Subjects,Cambridge Core DOI/URL
9.78E+12,Savage/Pearson,Immunological Aspects of the Vascular Endothelium,Cambridge Reviews in Clinical Immunology,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Pathology and Laboratory Science, Medicine: General Interest",https://doi.org/10.1017/CBO9780511752629
9.78E+12,Westfall,The Life of Isaac Newton,Canto original series,Trade Titles,Cambridge University Press,Cambridge Books Online,"Humanities, Science and Engineering, General, Physics And Astronomy, History, Philosophy and Foundations of  Physics",https://doi.org/10.1017/CBO9781107050334
9.78E+12,Franks,Water Science Reviews 5,Water Science Review,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Earth and Environmental Sciences, Ecology and Conservation, Hydrology, Hydrogeology and Water Resources",https://doi.org/10.1017/CBO9780511565366
9.78E+12,Jones/Wykes,Holographic and Speckle Interferometry,Cambridge Studies in Modern Optics,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Engineering, Optics, Optoelectronics and Photonics, Electromagnetics, Engineering: General Interest",https://doi.org/10.1017/CBO9780511622465
9.78E+12,Greeley/Iversen,Wind as a Geological Process,Cambridge Planetary Science Old,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Physics And Astronomy, Geomorphology and Physical Geography, Planetary Science and Astrobiology, Computational Science and Modelling, History of Astronomy and Cosmology",https://doi.org/10.1017/CBO9780511573071
9.78E+12,Joule,Joint Scientific Papers of James Prescott Joule,Cambridge Library Collection - Physical  Sciences,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Physics And Astronomy, Engineering, General and Classical Physics, History, Philosophy and Foundations of  Physics, Engineering: General Interest",https://doi.org/10.1017/CBO9780511995187
9.78E+12,Hibberd,The Fern Garden,Cambridge Library Collection - Botany and Horticulture,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Life Sciences, General Science, Plant Sciences, Natural Resource Management, Agriculture, Horticulture and forestry, Popular Science",https://doi.org/10.1017/CBO9781139095570
9.78E+12,Stanley,Sinai and Palestine,Cambridge Library Collection - Archaeology,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Archaeology, Geography, Archaeology: General Interest, Historical Geography",https://doi.org/10.1017/CBO9780511705991
9.78E+12,von Humboldt/Sabine,Cosmos,Cambridge Library Collection - Physical  Sciences,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Engineering, Physics And Astronomy, Engineering: General Interest, Cosmology, Relativity and Gravitation",https://doi.org/10.1017/CBO9780511708992
9.78E+12,Mayo,Statistical Inference as Severe Testing,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Humanities, Statistics and Probability, Philosophy, Statistical Theory and Methods, Philosophy of Science",https://doi.org/10.1017/9781107286184
9.78E+12,McCann/Greco/Matthes,Essentials of Anesthesia for Infants and Neonates,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Pediatrics and Child Health, Anesthesia,  Intensive Care, Pain Management",https://doi.org/10.1017/9781107707016
9.78E+12,Kampourakis,Making Sense of Genes,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Genomics, Bioinformatics and Systems Biology, Genetics",https://doi.org/10.1017/9781316422939
9.78E+12,Hinman,Recursion-Theoretic Hierarchies,Perspectives in Logic,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Computer Science, Mathematics, Programming Languages and Applied Logic, Logic, Categories and Sets",https://doi.org/10.1017/9781316717110
9.78E+12,Tecuci et al,"Intelligence Analysis as Discovery of Evidence, Hypotheses, and Arguments",,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Social Sciences, Computer Science, Law, Artificial Intelligence and Natural Language Processing, Evidence",https://doi.org/10.1017/CBO9781316388488
9.78E+12,Castillo,Big Crisis Data,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Humanities, Science and Engineering, Film, Media, Mass Communication, Computer Science, Media, Mass Communication, Computing and Society",https://doi.org/10.1017/CBO9781316476840
9.78E+12,Dodson/Galanis/Vassiliou,Geometry in a Frechet Context,London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Geometry and Topology, Recreational Mathematics, Abstract Analysis",https://doi.org/10.1017/CBO9781316556092
9.78E+12,Saussure/Ferrand,Les origines de l'astronomie chinoise,Cambridge Library Collection - Astronomy,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Physics And Astronomy, History, Philosophy and Foundations of  Physics",https://doi.org/10.1017/CBO9781316136560
9.78E+12,Salter,"A Monograph of the British Trilobites from the Cambrian, Silurian, and Devonian Formations",Cambridge Library Collection - Monographs of the Palaeontographical Society,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Life Sciences, Earth and Environmental Sciences, Evolutionary Biology, Palaeontology and Life History, Darwin",https://doi.org/10.1017/CBO9781316146446
9.78E+12,Majumdar,Compressed Sensing for Magnetic Resonance Image Reconstruction,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Computer Science, Engineering, Computer Graphics, Image Processing and Robotics, Communications and Signal Processing",https://doi.org/10.1017/CBO9781316217795
9.78E+12,Hendry,Frameworks for Water Law Reform,International Hydrology Series,Monographs,Cambridge University Press,Cambridge Books Online,"Social Sciences, Science and Engineering, Law, Earth and Environmental Sciences, Comparative Law, Earth and Environmental Science: General Interest, Environmental Science, Hydrology, Hydrogeology and Water Resources",https://doi.org/10.1017/CBO9780511998065
9.78E+12,Horsburgh,"Directions for Sailing to and from the East Indies, China, New Holland, Cape of Good Hope, and the Interjacent Ports",Cambridge Library Collection - Maritime Exploration,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Geography, History, Historical Geography, Global History, Military History",https://doi.org/10.1017/CBO9781139895590
9.78E+12,Loughlin,Debates in Values-Based Practice,Values-Based Practice,Monographs,Cambridge University Press,Cambridge Books Online,"Medicine, Medicine: General Interest, Medical Law, Ethics and forensic Medicine",https://doi.org/10.1017/CBO9781139855976
9.78E+12,Drummond,CBT for Adults,,Professional and Individual Purchase,Royal College of Psychiatrists,Cambridge Books Online,"Psychiatry, Psychiatry and Clinical Psychology",https://www.cambridge.org/core/product/identifier/9781909726291/type/BOOK
9.78E+12,Peck/Hill,Pharmacology for Anaesthesia and Intensive Care,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Medicine, Anesthesia,  Intensive Care, Pain Management",https://doi.org/10.1017/CBO9781107477605
9.78E+12,Schwab/Hanley/Mendelow,Critical Care of the Stroke Patient,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Neurology and Clinical Neuroscience, Anesthesia,  Intensive Care, Pain Management",https://doi.org/10.1017/CBO9780511659096
9.78E+12,Percival,Essays Medical and Experimental,Cambridge Library Collection - History of Medicine,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, History, Medicine, History of Medicine, Medicine: General Interest",https://doi.org/10.1017/CBO9781107049567
9.78E+12,Vaughan,Scientific Inference,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Engineering, General and Classical Physics, Engineering: General Interest",https://doi.org/10.1017/CBO9781139176071
9.78E+12,Germain,Recherches sur la theorie des surfaces elastiques,Cambridge Library Collection - Mathematics,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Mathematics, History of Mathematical Texts, Recreational Mathematics, Mathematical Physics",https://doi.org/10.1017/CBO9781139237307
9.78E+12,Stefanucci/van Leeuwen,Nonequilibrium Many-Body Theory of Quantum Systems,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Engineering, Condensed Matter Physics, Nanoscience and Mesoscopic Physics, Electronic, Optoelectronic Devices, and Nanotechnology",https://doi.org/10.1017/CBO9781139023979
9.78E+12,Davy,Salmonia,Cambridge Library Collection - Zoology,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Life Sciences, Zoology, Natural Resource Management, Agriculture, Horticulture and forestry",https://doi.org/10.1017/CBO9781139506113
9.78E+12,Kilby/Johnson/Oepkes,Fetal Therapy,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Obstetrics and Gynecology, Reproductive Medicine",https://doi.org/10.1017/CBO9780511997778
9.78E+12,Cuvier,Le regne animal distribue d'apres son organisation,Cambridge Library Collection - Zoology,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, General Science, Life Sciences, History of Science, Zoology",https://doi.org/10.1017/CBO9781139567107
9.78E+12,Capi_ski/Kopp/Traple,Stochastic Calculus for Finance,Mastering Mathematical Finance,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Social Sciences, Mathematics, Statistics and Probability, Economics, Mathematical Finance, Statistics for Econometrics, Finance and Insurance, Finance and Accountancy",https://doi.org/10.1017/CBO9781139017367
9.78E+12,Varon/Smith,Essentials of Trauma Anesthesia,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Anesthesia,  Intensive Care, Pain Management, Emergency Medicine",https://doi.org/10.1017/CBO9781139061339
9.78E+12,Jansen,Understanding Sponsored Search,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Social Sciences, Computer Science, Management, Knowledge Management, Databases and Data Mining, Marketing",https://doi.org/10.1017/CBO9780511997686
9.78E+12,Cade,Acute Medicine,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Anesthesia,  Intensive Care, Pain Management, Emergency Medicine",https://doi.org/10.1017/CBO9780511835278
9.78E+12,Roblin,Nonlinear RF Circuits and Nonlinear Vector Network Analyzers,The Cambridge RF and Microwave Engineering Series,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Circuits and Systems, RF and Microwave Engineering, Electronic, Optoelectronic Devices, and Nanotechnology",https://doi.org/10.1017/CBO9780511862663
9.78E+12,Gomaa,Software Modeling and Design,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Computer Science, Software Engineering and Development",https://doi.org/10.1017/CBO9780511779183
9.78E+12,Belgrano/Fowler,Ecosystem Based Management for Marine Fisheries,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Ecology and Conservation, Natural Resource Management, Agriculture, Horticulture and forestry",https://doi.org/10.1017/CBO9780511973956
9.78E+12,de Felice/Bini,Classical Measurements in Curved Space-Times,Cambridge Monographs on Mathematical Physics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Theoretical Physics and Mathematical Physics, Cosmology, Relativity and Gravitation",https://doi.org/10.1017/CBO9780511777059
9.78E+12,Archer/Rahmstorf,The Climate Crisis,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Climatology and Climate Change, Environmental Science",https://doi.org/10.1017/CBO9780511817144
9.78E+12,Bates,Lung Mechanics,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Life Sciences, Biomedical Engineering, Quantitative Biology, Biostatistics and Mathematical Modeling",https://doi.org/10.1017/CBO9780511627156
9.78E+12,Cook/Powell/Sims,Spirituality and Psychiatry,,Professional and Individual Purchase,Royal College of Psychiatrists,Cambridge Books Online,"Psychiatry, Psychiatry and Clinical Psychology",https://www.cambridge.org/core/product/identifier/9781108609074/type/BOOK
9.78E+12,Greblicki/Pawlak,Nonparametric System Identification,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Communications and Signal Processing, Control Systems and Optimisation",https://doi.org/10.1017/CBO9780511536687
9.78E+12,Borovkov/Borovkov,Asymptotic Analysis of Random Walks,Encyclopedia of Mathematics and its Applications,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Statistics and Probability, Mathematical Modeling and Methods, Probability Theory and Stochastic Processes, Recreational Mathematics",https://doi.org/10.1017/CBO9780511721397
9.78E+12,Fehlner/Halet/Saillard,Molecular Clusters,Cambridge Molecular Science,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Chemistry, Atomic Physics, Molecular Physics and Chemical Physics, Physical Chemistry, Inorganic Chemistry",https://doi.org/10.1017/CBO9780511628887
9.78E+12,Niknejad,Electromagnetics for High-Speed Analog and Digital Communication Circuits,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Electromagnetics, RF and Microwave Engineering",https://doi.org/10.1017/CBO9780511805738
9.78E+12,Rasko/O'Sullivan/Ankeny,The Ethics of Inheritable Genetic Modification,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Medical Law, Ethics and forensic Medicine",https://doi.org/10.1017/CBO9780511584275
9.78E+12,Mackenzie,General Theory of Lie Groupoids and Lie Algebroids,London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Geometry and Topology, Recreational Mathematics, Algebra",https://doi.org/10.1017/CBO9781107325883
9.78E+12,Livio/Noll/Stiavelli,A Decade of Hubble Space Telescope Science,Space Telescope Science Institute Symposium Series,Monographs,Cambridge University Press,Cambridge Books Online,,https://doi.org/10.1017/CBO9780511536311
9.78E+12,Scott/Medioli/Schafer,Monitoring in Coastal Environments Using Foraminifera and Thecamoebian Indicators,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Life Sciences, Environmental Science, Ecology and Conservation",https://doi.org/10.1017/CBO9780511546020
9.78E+12,Bergeron et al,Combinatorial Species and Tree-like Structures,Encyclopedia of Mathematics and its Applications,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Discrete Mathematics Information Theory and Coding, Recreational Mathematics",https://doi.org/10.1017/CBO9781107325913
9.78E+12,Badii/Politi,Complexity,Cambridge Nonlinear Science Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Nonlinear Science and Fluid Dynamics, Theoretical Physics and Mathematical Physics, Statistical Physics",https://doi.org/10.1017/CBO9780511524691
9.78E+12,Nussenzveig,Diffraction Effects in Semiclassical Scattering,Montroll Memorial Lecture Series in Mathematical Physics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Theoretical Physics and Mathematical Physics, Optics, Optoelectronics and Photonics",https://doi.org/10.1017/CBO9780511599903
9.78E+12,Korneichuk/Ivanov,Exact Constants in Approximation Theory,Encyclopedia of Mathematics and its Applications,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Real and Complex Analysis, Numerical Analysis and Computational Science, Recreational Mathematics",https://doi.org/10.1017/CBO9781107325791
9.78E+12,Vicuna,Antarctic Mineral Exploitation,Studies in Polar Research,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Social Sciences, Earth and Environmental Sciences, Law, Life Sciences, Geomorphology and Physical Geography, Jurisprudence, Natural Resource Management, Agriculture, Horticulture and forestry",https://doi.org/10.1017/CBO9780511565632
9.78E+12,Beltrametti et al,The Logic of Quantum Mechanics,Encyclopedia of Mathematics and its Applications,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Mathematics, History, Philosophy and Foundations of  Physics, Logic, Categories and Sets, Recreational Mathematics",https://doi.org/10.1017/CBO9781107340725
9.78E+12,Crabb,ZZ/2 - Homotopy Theory,London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Geometry and Topology, Recreational Mathematics",https://doi.org/10.1017/CBO9780511662690
9.78E+12,Jukes,"Excursions in and about Newfoundland, during the Years 1839 and 1840",Cambridge Library Collection - Polar Exploration,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Science and Engineering, Geography, Earth and Environmental Sciences, Historical Geography, Geomorphology and Physical Geography",https://doi.org/10.1017/CBO9781139014045
9.78E+12,Drummond/Edwards,Obsessive Compulsive Disorder,Royal College of Psychiatrists,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Psychiatry, Psychiatry and Clinical Psychology",https://doi.org/10.1017/9781911623335
9.78E+12,Li/Qiao/Tang,Numerical Solution of Differential Equations,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Differential and Integral Equations, Dynamical Systems and Control Theory, Numerical Analysis and Computational Science",https://doi.org/10.1017/9781316678725
9.78E+12,Morton,Animal Vocal Communication,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Animal Behaviour, Evolutionary Biology",https://doi.org/10.1017/9781107280519
9.78E+12,Hernendez-Orallo,The Measure of All Minds,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Social Sciences, Computer Science, Psychology, Artificial Intelligence and Natural Language Processing, Educational Psychology",https://doi.org/10.1017/9781316594179
9.78E+12,Eisenbud/Harris,3264 and All That,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Number Theory, Geometry and Topology",https://doi.org/10.1017/CBO9781139062046
9.78E+12,Marco/Schears,Ethical Dilemmas in Emergency Medicine,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Medical Law, Ethics and forensic Medicine, Emergency Medicine",https://doi.org/10.1017/CBO9781139941709
9.78E+12,Hacon/Musta__/Popa,Recent Advances in Algebraic Geometry,London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Algebra, Geometry and Topology, Recreational Mathematics",https://doi.org/10.1017/CBO9781107416000
9.78E+12,Obaidat/Misra,Principles of Wireless Sensor Networks,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Computer Science, Engineering, Distributed, Networked and Mobile Computing, Wireless Communications",https://doi.org/10.1017/CBO9781139030960
9.78E+12,Clifford/Pearson,The Common Sense of the Exact Sciences,Cambridge Library Collection - Physical  Sciences,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Humanities, Engineering, General Science, Philosophy, Engineering: General Interest, History of Science, Philosophy of Science",https://doi.org/10.1017/CBO9781139878555
9.78E+12,Amundsen/Hansen,The North West Passage,Cambridge Library Collection - Polar Exploration,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Geography, Historical Geography",https://doi.org/10.1017/CBO9781107294493
9.78E+12,Dagg,Giraffe,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Ecology and Conservation, Animal Behaviour",https://doi.org/10.1017/CBO9781139542302
9.78E+12,Knox,Great Artists and Great Anatomists,Cambridge Library Collection - History of Medicine,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Science and Engineering, History, General Science, History of Medicine, History of Science, Popular Science",https://doi.org/10.1017/CBO9781107323810
9.78E+12,Carr,A Synopsis of Elementary Results in Pure and Applied Mathematics,Cambridge Library Collection - Mathematics,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Mathematics, History of Mathematical Texts, Recreational Mathematics",https://doi.org/10.1017/CBO9781139248556
9.78E+12,von zur Gathen/Gerhard,Modern Computer Algebra,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Computer Science, Discrete Mathematics Information Theory and Coding, Algorithmics, Complexity, Computer Algebra, Computational Geometry",https://doi.org/10.1017/CBO9781139856065
9.78E+12,Evelyn/Nisbet,"Sylva, Or, a Discourse of Forest Trees",Cambridge Library Collection - Botany and Horticulture,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Life Sciences, Natural Resource Management, Agriculture, Horticulture and forestry, Plant Sciences",https://doi.org/10.1017/CBO9781139506083
9.78E+12,Taylor,Destiny or Chance Revisited,,Trade Titles,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Physics And Astronomy, Planetary Science and Astrobiology, Computational Science and Modelling, History of Astronomy and Cosmology",https://doi.org/10.1017/CBO9781139061391
9.78E+12,Vitt/Bhatti,Restoration and Reclamation of Boreal Ecosystems,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Natural Resource Management, Agriculture, Horticulture and forestry, Ecology and Conservation",https://doi.org/10.1017/CBO9781139059152
9.78E+12,Dumont d'Urville,Voyage au Pole Sud et dans l'Oceanie sur les corvettes l'Astrolabe et la Zelee,Cambridge Library Collection - Polar Exploration,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Geography, Historical Geography",https://doi.org/10.1017/CBO9781139236485
9.78E+12,Bellot/Lemer,Journal d'un Voyage aux Mers Polaires,Cambridge Library Collection - Polar Exploration,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Geography, Historical Geography",https://doi.org/10.1017/CBO9781139236645
9.78E+12,Katz,Multivariable Analysis,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Epidemiology Public Health and Medical Statistics",https://doi.org/10.1017/CBO9780511974175
9.78E+12,Clark/Boutros/Mendez,The Brain and Behavior,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Psychiatry, Medicine, Neurology and Clinical Neuroscience, Psychiatry and Clinical Psychology",https://doi.org/10.1017/CBO9780511776915
9.78E+12,Sarachik/Cane,The El Nieo-Southern Oscillation Phenomenon,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Climatology and Climate Change, Oceanography and Marine Science",https://doi.org/10.1017/CBO9780511817496
9.78E+12,Chang,Fundamentals of Guided-Wave Optoelectronic Devices,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Engineering, Optics, Optoelectronics and Photonics, Electronic, Optoelectronic Devices, and Nanotechnology",https://doi.org/10.1017/CBO9780511807114
9.78E+12,Michel et al,Electrical Neuroimaging,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Medical Imaging",https://doi.org/10.1017/CBO9780511596889
9.78E+12,Cucker/Pinkus/Todd,"Foundations of Computational Mathematics, Hong Kong 2008",London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Computer Science, Recreational Mathematics, Numerical Analysis and Computational Science, Scientific Computing, Scientific Software",https://doi.org/10.1017/CBO9781139107068
9.79E+12,Mittal/Mukherjee,Food for Policy,,Books for Research,Foundation Books,Foundation Books,"Social Sciences, Economics, Economic Development and Growth",https://doi.org/10.1017/UPO9788175968462
9.78E+12,Fraser,The New Physics,,Trade Titles,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, General and Classical Physics",https://doi.org/10.1017/CBO9781139644228
9.78E+12,Frees,Longitudinal and Panel Data,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Social Sciences, Statistics and Probability, Economics, Statistical Theory and Methods, Econometrics and Mathematical Methods",https://doi.org/10.1017/CBO9780511790928
9.78E+12,van Rijsbergen,The Geometry of Information Retrieval,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Computer Science, Scientific Computing, Scientific Software, Algorithmics, Complexity, Computer Algebra, Computational Geometry",https://doi.org/10.1017/CBO9780511543333
9.78E+12,Ghodse,Drugs and Addictive Behaviour,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Psychiatry, Psychiatry and Clinical Psychology",https://doi.org/10.1017/CBO9780511543791
9.78E+12,Alpern/Prasad,Typical Dynamics of Volume Preserving Homeomorphisms,Cambridge Tracts in Mathematics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Recreational Mathematics, Differential and Integral Equations, Dynamical Systems and Control Theory",https://doi.org/10.1017/CBO9780511543180
9.78E+12,Hasleton/Flieder,Spencer's Pathology of the Lung,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Pathology and Laboratory Science",https://doi.org/10.1017/CBO9781139018760
9.78E+12,Boldea/Nasar,Linear Electric Actuators and Generators,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Circuits and Systems, Electromagnetics",https://doi.org/10.1017/CBO9780511529641
9.78E+12,Couvering,The Pleistocene Boundary and the Beginning of the Quaternary,World and Regional Geology,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Structural Geology, Tectonics and Geodynamics, Palaeontology and Life History, Sedimentology and Stratigraphy",https://doi.org/10.1017/CBO9780511585760
9.78E+12,Rappaport,Cytokinesis in Animal Cells,Developmental and Cell Biology Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Cell Biology and Developmental Biology",https://doi.org/10.1017/CBO9780511529764
9.78E+12,Duley,UV Lasers,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Engineering, Optics, Optoelectronics and Photonics, Electronic, Optoelectronic Devices, and Nanotechnology",https://doi.org/10.1017/CBO9780511524134
9.78E+12,Carr,Down's Syndrome,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Psychiatry, Mac Keith Press Titles, Psychiatry and Clinical Psychology",https://doi.org/10.1017/CBO9780511581779
9.78E+12,Coutts/Grace,Wind and Trees,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Ecology and Conservation, Plant Sciences",https://doi.org/10.1017/CBO9780511600425
9.78E+12,Snaith,Explicit Brauer Induction,Cambridge Studies in Advanced Mathematics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Algebra, Recreational Mathematics, Geometry and Topology",https://doi.org/10.1017/CBO9780511600746
9.78E+12,Chow/Li/Wang,Normal Forms and Bifurcation of Planar Vector Fields,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Differential and Integral Equations, Dynamical Systems and Control Theory",https://doi.org/10.1017/CBO9780511665639
9.78E+12,Tournier,Computer Algebra and Differential Equations,London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Abstract Analysis, Algebra, Recreational Mathematics",https://doi.org/10.1017/CBO9780511565816
9.78E+12,Lasker,Surnames and Genetic Structure,Cambridge Studies in Biological and Evolutionary Anthropology,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Medicine, Life Sciences, Pathology and Laboratory Science, Biological Anthropology and Primatology",https://doi.org/10.1017/CBO9780511983351
9.78E+12,Faith/Page,FPF Ring Theory,London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Algebra, Recreational Mathematics",https://doi.org/10.1017/CBO9780511721250
9.78E+12,Koryta/Stulek,Ion-Selective Electrodes,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Chemistry, Physical Chemistry",https://doi.org/10.1017/CBO9780511897610
9.78E+12,Novikov,Integrable Systems,London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Geometry and Topology, Recreational Mathematics, Differential and Integral Equations, Dynamical Systems and Control Theory",https://doi.org/10.1017/CBO9780511600784
