Online ISBN,Author,Book Title,Series,Category,Publisher,Product Group,Core Subjects,Cambridge Core DOI/URL
9.78E+12,Lapidoth,A Foundation in Digital Communication,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Communications and Signal Processing, Wireless Communications",https://doi.org/10.1017/9781316822708
9.78E+12,Bonn et al,Peatland Restoration and Ecosystem Services,Ecological Reviews,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Ecology and Conservation, Natural Resource Management, Agriculture, Horticulture and forestry",https://doi.org/10.1017/CBO9781139177788
9.78E+12,Hutchinson,A Student's Guide to Numerical Methods,Student's Guides,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Engineering, Mathematical Methods, Engineering: General Interest, General and Classical Physics",https://doi.org/10.1017/CBO9781316155516
9.78E+12,Dimitrov/Haas,Principles of LED Light Communications,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Electronic, Optoelectronic Devices, and Nanotechnology, Communications and Signal Processing",https://doi.org/10.1017/CBO9781107278929
9.78E+12,Lycett,A Monograph of the Mollusca from the Great Oolite,Cambridge Library Collection - Monographs of the Palaeontographical Society,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Life Sciences, Earth and Environmental Sciences, Zoology, Evolutionary Biology, Palaeontology and Life History",https://doi.org/10.1017/CBO9781316143483
9.78E+12,Wood,A Monograph of the Crag Mollusca,Cambridge Library Collection - Monographs of the Palaeontographical Society,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Life Sciences, Earth and Environmental Sciences, Evolutionary Biology, Palaeontology and Life History, Zoology",https://doi.org/10.1017/CBO9781139680745
9.78E+12,Van Mieghem,Performance Analysis of Complex Networks and Systems,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Statistics and Probability, Communications and Signal Processing, Computational Statistics, Machine Learning and Information Science",https://doi.org/10.1017/CBO9781107415874
9.78E+12,Bewick,History of British Birds,Cambridge Library Collection - Zoology,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Life Sciences, General Science, Zoology, Popular Science",https://doi.org/10.1017/CBO9781107324916
9.78E+12,Iben,Stellar Evolution Physics,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,,https://doi.org/10.1017/CBO9781139061230
9.78E+12,Thistlethwaite,Values-Based Interprofessional Collaborative Practice,Values-Based Practice,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Medicine: General Interest",https://doi.org/10.1017/CBO9781139108904
9.78E+12,Cuvier/Griffith/Pidgeon,The Animal Kingdom,Cambridge Library Collection - Zoology,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Life Sciences, General Science, Zoology, History of Science",https://doi.org/10.1017/CBO9781139227025
9.78E+12,Nishida,Chimpanzees of the Lakeshore,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Animal Behaviour, Biological Anthropology and Primatology",https://doi.org/10.1017/CBO9781139059497
9.78E+12,Klopsch et al,Lectures on Profinite Topics in Group Theory,London Mathematical Society Student Texts,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Abstract Analysis, Algebra, Recreational Mathematics",https://doi.org/10.1017/CBO9780511793837
9.78E+12,Dimock,Quantum Mechanics and Quantum Field Theory,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Mathematics, Theoretical Physics and Mathematical Physics, Mathematical Physics",https://doi.org/10.1017/CBO9780511793349
9.78E+12,West/Grigolini,Complex Webs,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Physics And Astronomy, Biomedical Engineering, Biological Physics and Soft Matter Physics",https://doi.org/10.1017/CBO9780511760419
9.78E+12,Oberkampf/Roy,Verification and Validation in Scientific Computing,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Computer Science, Engineering, Scientific Computing, Scientific Software, Engineering Mathematics and Programming",https://doi.org/10.1017/CBO9780511760396
9.78E+12,Weeks/Lightly/Ononge,Let's Do Audit!,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Obstetrics and Gynecology, Reproductive Medicine",https://doi.org/10.1017/CBO9781107478305
9.78E+12,Cumming,Imaging Dopamine,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Neurosciences, Molecular Biology, Biochemistry, and Structural Biology",https://doi.org/10.1017/CBO9780511575853
9.78E+12,Harvey/Withers,Neurobiology of Obesity,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Medicine, Life Sciences, Neurology and Clinical Neuroscience, Neurosciences",https://doi.org/10.1017/CBO9780511541643
9.78E+12,Neeman,Algebraic and Analytic Geometry,London Mathematical Society Lecture Note Series,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Recreational Mathematics, Real and Complex Analysis, Geometry and Topology",https://doi.org/10.1017/CBO9780511800443
9.78E+12,Kardar,Statistical Physics of Fields,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Statistical Physics",https://doi.org/10.1017/CBO9780511815881
9.78E+12,Casey/Kelly,Fish's Clinical Psychopathology,,Professional and Individual Purchase,Royal College of Psychiatrists,Cambridge Books Online,"Psychiatry, Psychiatry and Clinical Psychology",https://www.cambridge.org/core/product/identifier/9781108597371/type/BOOK
9.78E+12,De Dominicis/Giardina,Random Fields and Spin Glasses,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Condensed Matter Physics, Nanoscience and Mesoscopic Physics",https://doi.org/10.1017/CBO9780511534836
9.78E+12,Bersuker,The Jahn-Teller Effect,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Chemistry, Physics And Astronomy, Physical Chemistry, Condensed Matter Physics, Nanoscience and Mesoscopic Physics",https://doi.org/10.1017/CBO9780511524769
9.78E+12,Jones/Fabian,Conflict,Darwin College Lectures,Trade Titles,Cambridge University Press,Cambridge Books Online,"Science and Engineering, General Science, Popular Science",https://doi.org/10.1017/CBO9780511541360
9.78E+12,Heder/Hemmersbach/Lebert,Gravity and the Behavior of Unicellular Organisms,Developmental and Cell Biology Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Cell Biology and Developmental Biology, Physiology and Biological Physics",https://doi.org/10.1017/CBO9780511546211
9.78E+12,Hofmann,The Physics of Synchrotron Radiation,"Cambridge Monographs on Particle Physics, Nuclear Physics and Cosmology",Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Theoretical Physics and Mathematical Physics, Particle Physics and Nuclear Physics",https://doi.org/10.1017/CBO9780511534973
9.78E+12,Wyatt,Pheromones and Animal Behaviour,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Animal Behaviour, Zoology",https://doi.org/10.1017/CBO9780511615061
9.78E+12,Martens/McMichael,"Environmental Change, Climate and Health",,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Environmental Policy, Economics and Law, Environmental Science",https://doi.org/10.1017/CBO9780511535987
9.78E+12,Collins/Pinch,The Golem at Large,Canto,Trade Titles,Cambridge University Press,Cambridge Books Online,"Humanities, Science and Engineering, General, General Science, Popular Science",https://doi.org/10.1017/CBO9780511541353
9.78E+12,Stern/Beverley/Carroll,Cancer Vaccines and Immunotherapy,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Oncology",https://doi.org/10.1017/CBO9780511527098
9.78E+12,Covington,Astrophotography for the Amateur,,Trade Titles,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Practical and Amateur Astronomy",https://doi.org/10.1017/CBO9781107050648
9.78E+12,Praeger/Soicher,Low Rank Representations and Graphs for Sporadic Groups,Australian Mathematical Society Lecture Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Recreational Mathematics, Algebra",https://doi.org/10.1017/CBO9780511526039
9.78E+12,Whittaker/Watson,A Course of Modern Analysis,Cambridge Mathematical Library,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Real and Complex Analysis, Recreational Mathematics, Abstract Analysis",https://doi.org/10.1017/CBO9780511608759
9.78E+12,Kendrick et al,The Prevention of Mental Illness in Primary Care,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Psychiatry, Medicine: General Interest, Psychiatry and Clinical Psychology",https://doi.org/10.1017/CBO9780511570100
9.78E+12,Parker/Hadzi-Pavlovic,Melancholia: A Disorder of Movement and Mood,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Psychiatry, Neurology and Clinical Neuroscience, Psychiatry and Clinical Psychology",https://doi.org/10.1017/CBO9780511759024
9.78E+12,Murphy/O'Neill,What is Life? The Next Fifty Years,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Physiology and Biological Physics",https://doi.org/10.1017/CBO9780511623295
9.78E+12,Steptoe/Wardle,Psychosocial Processes and Health,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Psychiatry, Psychiatry and Clinical Psychology",https://doi.org/10.1017/CBO9780511759048
9.78E+12,Thoren/Christianson,The Lord of Uraniborg,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, History, Philosophy and Foundations of  Physics",https://doi.org/10.1017/CBO9780511665417
9.78E+12,Kac,Infinite-Dimensional Lie Algebras,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Mathematics, Theoretical Physics and Mathematical Physics, Algebra",https://doi.org/10.1017/CBO9780511626234
9.78E+12,Alcock,Illustrating Pascal,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Computer Science, Programming Languages and Applied Logic",https://doi.org/10.1017/CBO9780511624186
9.78E+12,McIntosh,The Background of Ecology,Cambridge Studies in Ecology,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Social Sciences, Life Sciences, History, Ecology and Conservation, History of Science: General Interest",https://doi.org/10.1017/CBO9780511608537
9.78E+12,Nummelin,General Irreducible Markov Chains and Non-Negative Operators,Cambridge Tracts in Mathematics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Statistics and Probability, Recreational Mathematics, Probability Theory and Stochastic Processes, Abstract Analysis",https://doi.org/10.1017/CBO9780511526237
9.78E+12,Cameron/Hirschfeld/Hughes,Finite Geometries and Designs,London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Discrete Mathematics Information Theory and Coding, Recreational Mathematics, Logic, Categories and Sets",https://doi.org/10.1017/CBO9781107325579
9.78E+12,Ziman,Teaching and Learning about Science and Society,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, General Science, History of Science",https://doi.org/10.1017/CBO9780511896576
9.78E+12,Ball,A History of the Study of Mathematics at Cambridge,Cambridge Library Collection - Mathematics,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Mathematics, History of Mathematical Texts, Recreational Mathematics",https://doi.org/10.1017/CBO9780511693311
9.78E+12,Miller,Footprints of the Creator,"Cambridge Library Collection - Darwin, Evolution and Genetics",Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Life Sciences, General Science, Evolutionary Biology, History of Science",https://doi.org/10.1017/CBO9780511694318
9.78E+12,De La Beche,A Geological Manual,Cambridge Library Collection - Earth Science,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Social Sciences, Earth and Environmental Sciences, History, Earth and Environmental Science: General Interest, History of Science: General Interest",https://doi.org/10.1017/CBO9780511973307
9.78E+12,Forsyth,A Treatise on the Culture and Management of Fruit-Trees,Cambridge Library Collection - Botany and Horticulture,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, General Science, Life Sciences, History of Science, Plant Sciences, Natural Resource Management, Agriculture, Horticulture and forestry",https://doi.org/10.1017/CBO9781139096096
9.78E+12,Cartwright,A Journal of Transactions and Events during a Residence of Nearly Sixteen Years on the Coast of Labrador,Cambridge Library Collection - Polar Exploration,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Geography, Historical Geography",https://doi.org/10.1017/CBO9781139151887
9.78E+12,Bouchaud et al,"Trades, Quotes and Prices",,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Mathematics, Econophysics and Financial Physics, Mathematical Finance",https://doi.org/10.1017/9781316659335
9.78E+12,Wallis/Kabos,Measurement Techniques for Radio Frequency Nanoelectronics,The Cambridge RF and Microwave Engineering Series,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Physics And Astronomy, RF and Microwave Engineering, Condensed Matter Physics, Nanoscience and Mesoscopic Physics, Electronic, Optoelectronic Devices, and Nanotechnology",https://doi.org/10.1017/9781316343098
9.78E+12,"Montgomery/Graham, Jr",Seeing the Light: The Case for Nuclear Power in the 21st Century,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Social Sciences, Earth and Environmental Sciences, Politics and International Relations, Environmental Policy, Economics and Law, International Relations and International Organisations",https://doi.org/10.1017/9781108289511
9.78E+12,Gevorkian,Grid-Connected Photovoltaic Power Generation,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Social Sciences, Science and Engineering, Economics, Engineering, Natural Resource and Environmental Economics, Energy Technology",https://doi.org/10.1017/9781316850305
9.78E+12,Dixon,Curbing Catastrophe,,Trade Titles,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Environmental Science, Earth and Environmental Science: General Interest",https://doi.org/10.1017/9781139547345
9.78E+12,Taelman,Sheaves and Functions Modulos,London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Recreational Mathematics, Number Theory, Geometry and Topology",https://doi.org/10.1017/CBO9781316480687
9.78E+12,Tong/Garcea,Extraterrestrial Seismology,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Planetary Science and Astrobiology, Solid Earth Geophysics",https://doi.org/10.1017/CBO9781107300668
9.78E+12,Intergovernmental Panel on Climate Change,"Climate Change 2014 Impacts, Adaptation and Vulnerability: Part B: Regional Aspects",,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Social Sciences, Earth and Environmental Sciences, Politics and International Relations, Climatology and Climate Change, Comparative Politics",https://doi.org/10.1017/CBO9781107415386
9.78E+12,Fatima/Kraus/Wooldridge,Principles of Automated Negotiation,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Computer Science, IT Management and Ecommerce, Artificial Intelligence and Natural Language Processing",https://doi.org/10.1017/CBO9780511751691
9.78E+12,James,An Introduction to Practical Laboratory Optics,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Engineering, Optics, Optoelectronics and Photonics, Electronic, Optoelectronic Devices, and Nanotechnology",https://doi.org/10.1017/CBO9781107279582
9.78E+12,Kilgour,Twenty Years on Ben Nevis,Cambridge Library Collection - Earth Science,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Science and Engineering, Geography, Earth and Environmental Sciences, Historical Geography, Earth and Environmental Science: General Interest, Atmospheric Science and Meteorology",https://doi.org/10.1017/CBO9781107297029
9.78E+12,Todhunter/Pearson,A History of the Theory of Elasticity and of the Strength of Materials,Cambridge Library Collection - Mathematics,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Mathematics, Engineering, History of Mathematical Texts, Materials Science, Recreational Mathematics",https://doi.org/10.1017/CBO9781107280076
9.78E+12,Maunder,The Royal Observatory Greenwich,Cambridge Library Collection - Astronomy,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Physics And Astronomy, History, Philosophy and Foundations of  Physics",https://doi.org/10.1017/CBO9781107300354
9.78E+12,Trapp,Mesoscale-Convective Processes in the Atmosphere,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Mathematics, Atmospheric Science and Meteorology, Fluid Dynamics and Solid Mechanics",https://doi.org/10.1017/CBO9781139047241
9.78E+12,Bellot,"Memoirs of Lieutenant Joseph RenBellot, with his Journal of a Voyage in the Polar Seas in Search of Sir John Franklin",Cambridge Library Collection - Polar Exploration,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Geography, Historical Geography",https://doi.org/10.1017/CBO9781139236539
9.78E+12,Poiani,Animal Homosexuality,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Animal Behaviour, Biological Anthropology and Primatology",https://doi.org/10.1017/CBO9780511762192
9.78E+12,Cyr/Baskett,Caesarean Birth,,Monographs,Cambridge University Press,Cambridge Books Online,"Medicine, Obstetrics and Gynecology, Reproductive Medicine",https://doi.org/10.1017/CBO9781107784765
9.78E+12,Richter,Beyond Smoke and Mirrors,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Social Sciences, Science and Engineering, Economics, Earth and Environmental Sciences, Natural Resource and Environmental Economics, Environmental Science",https://doi.org/10.1017/CBO9780511802638
9.78E+12,McCormick,Ocean Engineering Mechanics,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Thermal-Fluids Engineering",https://doi.org/10.1017/CBO9780511812309
9.78E+12,Hricak/Scardino,Prostate Cancer,Contemporary Issues in Cancer Imaging,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Medical Imaging, Oncology",https://doi.org/10.1017/CBO9780511551994
9.78E+12,Selvin,Survival Analysis for Epidemiologic and Medical Research,Practical Guides to Biostatistics and Epidemiology,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Statistics and Probability, Medicine, Statistics for Life Sciences, Medicine and Health, General Statistics and Probability, Epidemiology Public Health and Medical Statistics",https://doi.org/10.1017/CBO9780511619809
9.78E+12,Nagel/Peters,Algebraic Cycles and Motives,London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Number Theory, Geometry and Topology, Recreational Mathematics",https://doi.org/10.1017/CBO9780511721496
9.78E+12,Crawford,Anthropological Genetics,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Genetics, Biological Anthropology and Primatology",https://doi.org/10.1017/CBO9781139167222
9.78E+12,Leff/Warner,Social Inclusion of People with Mental Illness,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Psychiatry, Epidemiology Public Health and Medical Statistics, Psychiatry and Clinical Psychology",https://doi.org/10.1017/CBO9780511543937
9.78E+12,Pui,Childhood Leukemias,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Hematology, Oncology",https://doi.org/10.1017/CBO9780511471001
9.78E+12,Leimkuhler/Reich,Simulating Hamiltonian Dynamics,Cambridge Monographs on Applied and Computational Mathematics,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Computational Science, Numerical Analysis and Computational Science",https://doi.org/10.1017/CBO9780511614118
9.78E+12,Achenbach,Reciprocity in Elastodynamics,Cambridge Monographs on Mechanics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Engineering, Fluid Dynamics and Solid Mechanics, Solid Mechanics and Materials",https://doi.org/10.1017/CBO9780511550485
9.78E+12,Sayer/Campbell,The Science of Sustainable Development,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Ecology and Conservation, Natural Resource Management, Agriculture, Horticulture and forestry",https://doi.org/10.1017/CBO9780511754968
9.78E+12,Wilson/Mathews,Relativistic Numerical Hydrodynamics,Cambridge Monographs on Mathematical Physics,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Theoretical Physics and Mathematical Physics",https://doi.org/10.1017/CBO9780511615917
9.78E+12,Ruppert/Wand/Carroll,Semiparametric Regression,Cambridge Series in Statistical and Probabilistic Mathematics,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Social Sciences, Statistics and Probability, Economics, Statistical Theory and Methods, General Statistics and Probability, Econometrics and Mathematical Methods",https://doi.org/10.1017/CBO9780511755453
9.78E+12,Gesztesy/Holden,Soliton Equations and their Algebro-Geometric Solutions,Cambridge Studies in Advanced Mathematics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Recreational Mathematics, Differential and Integral Equations, Dynamical Systems and Control Theory, Mathematical Physics",https://doi.org/10.1017/CBO9780511546723
9.78E+12,Hofman/Mayeux,Investigating Neurological Disease,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Neurology and Clinical Neuroscience, Medicine: General Interest",https://doi.org/10.1017/CBO9780511526909
9.78E+12,Gondhalekar,The Grip of Gravity,,Trade Titles,Cambridge University Press,Cambridge Books Online,"Science and Engineering, General Science, Physics And Astronomy, Popular Science, Cosmology, Relativity and Gravitation",https://doi.org/10.1017/CBO9780511525285
9.78E+12,McMichael,"Human Frontiers, Environments and Disease",,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Medicine, Life Sciences, Epidemiology Public Health and Medical Statistics, Biological Anthropology and Primatology",https://doi.org/10.1017/CBO9781139106924
9.78E+12,Rogers/Williams,"Diffusions, Markov Processes and Martingales",Cambridge Mathematical Library,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Statistics and Probability, Mathematical Finance, Recreational Mathematics, Probability Theory and Stochastic Processes",https://doi.org/10.1017/CBO9780511805141
9.78E+12,Shyy et al,Computational Techniques for Complex Transport Phenomena,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Thermal-Fluids Engineering, Aerospace Engineering",https://doi.org/10.1017/CBO9780511665462
9.78E+12,Gupta,Molybdenum in Agriculture,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Plant Sciences, Natural Resource Management, Agriculture, Horticulture and forestry",https://doi.org/10.1017/CBO9780511574689
9.78E+12,Ferry/Ranicki/Rosenberg,"Novikov Conjectures, Index Theorems, and Rigidity",London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Recreational Mathematics, Geometry and Topology",https://doi.org/10.1017/CBO9780511662676
9.78E+12,Lee,Design Issues in Optical Processing,Cambridge Studies in Modern Optics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Engineering, Optics, Optoelectronics and Photonics, Image Processing and Machine Vision, Engineering: General Interest",https://doi.org/10.1017/CBO9780511563898
9.78E+12,Albarede,Introduction to Geochemical Modeling,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Geochemistry and Environmental Chemistry, Mineralogy, Petrology and Volcanology",https://doi.org/10.1017/CBO9780511622960
9.78E+12,Parsons,Antarctica: The Next Decade,Studies in Polar Research,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Earth and Environmental Sciences, Ecology and Conservation, Geomorphology and Physical Geography",https://doi.org/10.1017/CBO9780511752377
9.78E+12,Matsumura/Reid,Commutative Ring Theory,Cambridge Studies in Advanced Mathematics,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Recreational Mathematics, Algebra",https://doi.org/10.1017/CBO9781139171762
9.78E+12,Magid,Module Categories of Analytic Groups,Cambridge Tracts in Mathematics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Algebra, Recreational Mathematics",https://doi.org/10.1017/CBO9780511897177
9.78E+12,Shoesmith/Smiley,Multiple-Conclusion Logic,,Monographs,Cambridge University Press,Cambridge Books Online,"Humanities, Science and Engineering, Philosophy, Mathematics, Philosophy of Science, Logic, Categories and Sets",https://doi.org/10.1017/CBO9780511565687
9.78E+12,Peary,Northward Over the Great Ice,Cambridge Library Collection - Polar Exploration,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Geography, Historical Geography",https://doi.org/10.1017/CBO9781139152044
9.78E+12,Bull,The Cruise of the Antarctic to the South Polar Regions,Cambridge Library Collection - Polar Exploration,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Geography, Historical Geography",https://doi.org/10.1017/CBO9781139152068
9.78E+12,Stokes,Mathematical and Physical Papers,Cambridge Library Collection - Mathematics,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Mathematics, Recreational Mathematics, History of Mathematical Texts",https://doi.org/10.1017/CBO9780511702259
9.78E+12,Gray,Darwiniana,"Cambridge Library Collection - Darwin, Evolution and Genetics",Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Life Sciences, Evolutionary Biology",https://doi.org/10.1017/CBO9780511693281
9.78E+12,Henslow,The Teaching of Science in Cambridge,Cambridge Library Collection - Cambridge,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Humanities, Life Sciences, General, Evolutionary Biology, Plant Sciences",https://doi.org/10.1017/CBO9780511693304
9.78E+12,Cuvier,"Rapport historique sur les progress des sciences naturelles depuis 1789, et sur leur  actuel",Cambridge Library Collection - Education,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Social Sciences, Chemistry, General Science, Education, Chemistry: General Interest, History of Science, Education, History, Theory",https://doi.org/10.1017/CBO9781139103770
9.78E+12,Ferrante,Comprehensive Electromyography,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Neurology and Clinical Neuroscience",https://doi.org/10.1017/9781316417614
9.78E+12,van der Hoek/Elliott,Introduction to Hidden Semi-Markov Models,London Mathematical Society Lecture Note Series,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Statistics and Probability, Life Sciences, Recreational Mathematics, Applied Probability and Stochastic Networks, Genomics, Bioinformatics and Systems Biology",https://doi.org/10.1017/9781108377423
9.78E+12,Royal College of Obstetricians and Gynaecologists,Basic Practical Skills in Obstetrics and Gynaecology,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Medicine, Obstetrics and Gynecology, Reproductive Medicine",https://doi.org/10.1017/CBO9781108289764
9.78E+12,Kirk,Early Pregnancy Ultrasound,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Obstetrics and Gynecology, Reproductive Medicine",https://doi.org/10.1017/9781316481776
9.78E+12,Bridges,"Symmetry, Phase Modulation and Nonlinear Waves",Cambridge Monographs on Applied and Computational Mathematics,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Physics And Astronomy, Fluid Dynamics and Solid Mechanics, Nonlinear Science and Fluid Dynamics, Computational Science",https://doi.org/10.1017/9781316986769
9.78E+12,Wahed/Jaso/Tholpady,Hematopathology and Coagulation,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Medicine, Hematology, Pathology and Laboratory Science",https://doi.org/10.1017/9781316527429
